id,category,annotation,ally_type
1341180294079115264,racial_gaslighting,A,G
1341173028747583488,racial_gaslighting,A,T
1341172292924010496,racial_gaslighting,A,T
1341161998994817025,racial_gaslighting,A,T
1341382739715629056,racial_gaslighting,A,G
1341742848966848519,racial_gaslighting,A,G
1341177784970915843,racial_gaslighting,A,G
1341478956575436804,racial_gaslighting,A,G
1341476269226115078,racial_gaslighting,A,G
1341472847152230403,racial_gaslighting,A,G
1341469380278927361,racial_gaslighting,A,G
1341468730514055169,racial_gaslighting,A,G
1341467872560881668,racial_gaslighting,A,G
1341466815499804678,racial_gaslighting,A,G
1341463297363648512,racial_gaslighting,A,G
1341461591556907009,racial_gaslighting,A,G
1341461282608836611,racial_gaslighting,A,G
1341459032230522882,racial_gaslighting,A,G
1341453100712931336,racial_gaslighting,A,G
1341438482724626433,racial_gaslighting,A,E
1341436681560481794,racial_gaslighting,A,G
1341435404059340803,racial_gaslighting,A,G
1341432045310918656,racial_gaslighting,A,G
1341428068926193664,racial_gaslighting,A,G
1341425325452845056,racial_gaslighting,A,G
1341414236032004097,racial_gaslighting,A,E
1341407516081745928,racial_gaslighting,A,G
1341407046948835331,racial_gaslighting,A,G
1341396667992580099,racial_gaslighting,A,G
1341386121251590145,racial_gaslighting,A,G
1341382957274198016,racial_gaslighting,A,G
1341374447194939392,racial_gaslighting,A,T
1341358661386559488,racial_gaslighting,A,G
1341338928343859200,racial_gaslighting,A,G
1341338306924130304,racial_gaslighting,A,E
1341336685448220674,racial_gaslighting,A,G
1341330392855375873,racial_gaslighting,A,G
1341289347287449600,racial_gaslighting,A,T
1341274346032119808,racial_gaslighting,A,G
1341263528787734529,racial_gaslighting,A,G
1341261839682846725,racial_gaslighting,A,E
1341259729386037248,racial_gaslighting,A,G
1341253647967997952,racial_gaslighting,A,G
1341242279462379520,racial_gaslighting,A,T
1341200351408623616,racial_gaslighting,A,E
1341199117494743042,racial_gaslighting,A,G
1341191690279940098,racial_gaslighting,A,G
1341190654253289473,racial_gaslighting,A,E
1341190299717165056,racial_gaslighting,A,T
1341182224809426949,racial_gaslighting,A,G
1341178259984306179,racial_gaslighting,A,G
1341174041097371649,racial_gaslighting,A,G
1341170868089663491,racial_gaslighting,A,G
1341169574981509120,racial_gaslighting,A,G
1341165829564448773,racial_gaslighting,A,G
1341165511153872896,racial_gaslighting,A,T
1341164686666940416,racial_gaslighting,A,E
1341163232761946113,racial_gaslighting,A,E
1341162648306671616,racial_gaslighting,A,G
1341161673923547136,racial_gaslighting,A,G
1341161403831357440,racial_gaslighting,A,T
1341159557901369344,racial_gaslighting,A,E
1341157824055844864,racial_gaslighting,A,G
1341431664690536449,racial_gaslighting,A,T
1341182504607297536,racial_gaslighting,A,G
1341458083437031425,racial_gaslighting,A,G
1341419841455054849,racial_gaslighting,A,G
1341168029065994242,racial_gaslighting,A,G
1341454483826630658,racial_gaslighting,A,G
1341446598375534594,racial_gaslighting,A,G
1341395186019004416,racial_gaslighting,A,G
1341229514144108544,racial_gaslighting,A,G
1341175174788505600,racial_gaslighting,A,G
1341366709798793217,racial_gaslighting,A,G
1341299273397399553,racial_gaslighting,A,G
1341259062210510848,racial_gaslighting,A,G
1341473737401458688,racial_gaslighting,A,G
1341428606745145352,racial_gaslighting,A,G
1341424421299388417,racial_gaslighting,A,E
1341224606657634309,racial_gaslighting,A,T
1341204169521246208,racial_gaslighting,A,G
1341196991330660355,racial_gaslighting,A,G
1341459018439602179,racial_gaslighting,A,E
1341447403501568000,racial_gaslighting,A,G
1341446831268478977,racial_gaslighting,A,G
1341420463021584385,racial_gaslighting,A,G
1341417842080681987,racial_gaslighting,A,G
1341414346946195456,racial_gaslighting,A,G
1341397663594520581,racial_gaslighting,A,G
1341386823910580225,racial_gaslighting,A,E
1341386027697467392,racial_gaslighting,A,E
1341379684517502982,racial_gaslighting,A,E
1341362932186279936,racial_gaslighting,A,G
1341360368933748736,racial_gaslighting,A,E
1341359969489145857,racial_gaslighting,A,G
1341331382279278595,racial_gaslighting,A,G
1341282602364375046,racial_gaslighting,A,G
1341261842736406529,racial_gaslighting,A,E
1341188444521979904,racial_gaslighting,A,E
1341151492103954433,racial_gaslighting,A,E
1341185386257805312,racial_gaslighting,A,G
1341470880719921152,racial_gaslighting,A,G
1341457556863127555,racial_gaslighting,A,G
1341436896753410068,racial_gaslighting,A,G
1341396950688686080,racial_gaslighting,A,G
1341385054216474624,racial_gaslighting,A,G
1341380557448482816,racial_gaslighting,A,G
1341274752170618880,racial_gaslighting,A,G
1341273578906464256,racial_gaslighting,A,G
1341244172678868992,racial_gaslighting,A,G
1341229944718958594,racial_gaslighting,A,G
1341228335590850560,racial_gaslighting,A,G
1341208665991344128,racial_gaslighting,A,G
1341465920275804160,racial_gaslighting,A,G
1341449975729938435,racial_gaslighting,A,G
1341449621403557895,racial_gaslighting,A,G
1341395264507162628,racial_gaslighting,A,G
1341207258726715393,racial_gaslighting,A,G
1341476120072511491,defensiveness,A,G
1341199595007844352,defensiveness,A,G
1341311710813011973,defensiveness,A,T
1341179975819550721,defensiveness,A,E
1341410159202021376,defensiveness,A,T
1341341942907584513,defensiveness,A,G
1341441006038704129,defensiveness,A,G
1341390204943409155,defensiveness,A,G
1341353010107211777,defensiveness,A,G
1341347607713558528,defensiveness,A,G
1341222805153701892,defensiveness,A,G
1341219830456676352,defensiveness,A,E
1341337592885735426,generic,A,G
1341287934062936064,generic,A,G
1341278390788239361,generic,A,G
1341200688169144320,generic,A,E
1341177976872906754,generic,A,G
1341347891286294529,generic,A,G
1341365197907353603,generic,A,G
1341289759637786624,generic,A,G
1341442430906880001,generic,A,T
1341426315094683650,generic,A,T
1341418450875338755,generic,A,T
1341395718326677505,generic,A,T
1341390191400017927,generic,A,T
1341379399837487110,generic,A,T
1341372032261480451,generic,A,T
1341361366452592643,generic,A,T
1341293402252521474,generic,A,T
1341287912588062721,generic,A,T
1341266207933083648,generic,A,T
1341246538736160768,generic,A,T
1341231946421157889,generic,A,G
1341199262542082048,generic,A,T
1341197975574503425,generic,A,T
1341194520348614657,generic,A,T
1341185688230744065,generic,A,T
1341177080072036352,generic,A,E
1341173792505131009,generic,A,T
1341164709890895872,generic,A,T
1341162818935001088,generic,A,G
1341159082481381385,generic,A,T
1341156199195095047,generic,A,T
1341366311989997570,generic,A,E
1341239352484106240,generic,A,G
1341247597751746564,generic,A,G
1341246705187078145,generic,A,G
1341239513553784832,generic,A,G
1341199374181937154,generic,A,T
1341400324515500035,generic,A,G
1341363575290556420,generic,A,G
1341437639086514178,generic,A,E
1341421997172137985,generic,A,T
1341410888050495497,generic,A,T
1341401126667755521,generic,A,T
1341394211275468808,generic,A,G
1341393329322397697,generic,A,G
1341383184710324225,generic,A,T
1341371312686678018,generic,A,G
1341360977523191808,generic,A,T
1341355286649577473,generic,A,G
1341346966446338049,generic,A,T
1341295352805257216,generic,A,G
1341295011506348032,generic,A,G
1341213298965032961,generic,A,T
1341174678249852929,generic,A,G
1341157379270799361,generic,A,T
1341462126997725187,generic,A,G
1341329168949194753,generic,A,G
1341320367261028352,generic,A,G
1341276009069305856,generic,A,T
1341252850580672514,generic,A,T
1341237080463175680,generic,A,G
1341224525627875329,generic,A,G
1341217568871333889,generic,A,G
1341209424912920579,generic,A,T
1341182963569070080,generic,A,T
1341177269667172352,generic,A,G
1341166821198671874,generic,A,G
1341166222650580993,generic,A,G
1341474019246301189,generic,A,G
1341457538596958211,generic,A,G
1341452370912415744,generic,A,E
1341414727046541321,generic,A,G
1341337243231764480,generic,A,G
1341333797640548353,generic,A,G
1341283147028246531,generic,A,G
1341282392590352384,generic,A,G
1341253000023613442,generic,A,G
1341252904804438018,generic,A,T
1341216223887966208,generic,A,T
1341206194850029569,generic,A,G
1341191124258590720,generic,A,G
1341181214355566593,generic,A,G
1341180550955081728,generic,A,G
1341180517291446272,generic,A,T
1341178507854897152,generic,A,G
1341176553682583553,generic,A,G
1341168481782263809,generic,A,G
1341167981393526787,generic,A,G
1341167124501340161,generic,A,E
1341163268312866818,generic,A,T
1341155411056095238,generic,A,T
1341155077898137600,generic,A,G
1341388539741827073,generic,A,G
1341449316456669188,generic,A,G
1341424798350491648,generic,A,T
1341232588942413826,generic,A,T
1341222103178244096,generic,A,G
1341214800190140416,generic,A,T
1341210719690371075,generic,A,T
1341188028769943552,generic,A,T
1341180344209432583,generic,A,T
1341175922087628801,generic,A,T
1341408021184978946,generic,A,G
1341367633359364096,generic,A,T
1341237253042036737,generic,A,G
1341162745710870529,generic,A,G
1341477401805664260,generic,A,T
1341475873954934792,generic,A,T
1341475716261687296,generic,A,T
1341475260642803714,generic,A,E
1341474867816919041,generic,A,T
1341473888983724033,generic,A,G
1341473485839872001,generic,A,T
1341472967599874048,generic,A,T
1341472913820692482,generic,A,T
1341472536127791111,generic,A,T
1341471322984108033,generic,A,T
1341462245503594512,generic,A,T
1341458054303375363,generic,A,T
1341456749979709442,generic,A,T
1341449918838317057,generic,A,T
1341448317608353797,generic,A,T
1341448105493852160,generic,A,T
1341443947525251072,generic,A,T
1341442816593993730,generic,A,T
1341441248834404352,generic,A,T
1341441046975229958,generic,A,T
1341440365975449608,generic,A,T
1341429035243429888,generic,A,T
1341428816296591360,generic,A,T
1341426126988689409,generic,A,T
1341422616490483718,generic,A,T
1341422367956815872,generic,A,T
1341419222895710214,generic,A,T
1341415995865407490,generic,A,T
1341414935029370883,generic,A,G
1341414856356990977,generic,A,T
1341414546326630402,generic,A,T
1341414081195077634,generic,A,T
1341410585012023301,generic,A,T
1341410551214317570,generic,A,T
1341410476480229378,generic,A,T
1341409233833758721,generic,A,T
1341407562412027905,generic,A,T
1341402194936008707,generic,A,T
1341401130841063431,generic,A,T
1341401076713582595,generic,A,T
1341399171757162500,generic,A,G
1341398812175323136,generic,A,T
1341392947783282693,generic,A,T
1341391389855236106,generic,A,T
1341387371493924866,generic,A,T
1341381978394943488,generic,A,T
1341378067843919873,generic,A,G
1341375157730992128,generic,A,T
1341374880412020736,generic,A,T
1341374169523613696,generic,A,T
1341374097842954241,generic,A,T
1341372480355708931,generic,A,T
1341371821988442113,generic,A,T
1341368652751319040,generic,A,T
1341367703391653888,generic,A,T
1341365425909673986,generic,A,T
1341363115238301696,generic,A,T
1341362374348029952,generic,A,T
1341360324214185995,generic,A,T
1341358910356086792,generic,A,T
1341355852658302976,generic,A,T
1341355356086284288,generic,A,T
1341354376170930176,generic,A,T
1341354310303662081,generic,A,T
1341350446645075968,generic,A,T
1341350018670850048,generic,A,T
1341348403721203715,generic,A,T
1341348299685715968,generic,A,T
1341343172341981185,generic,A,T
1341336687817990146,generic,A,T
1341336169460711424,generic,A,T
1341335482697957377,generic,A,T
1341334284959764481,generic,A,T
1341324372775215106,generic,A,T
1341321994185240576,generic,A,T
1341307256206368769,generic,A,T
1341306093092409346,generic,A,T
1341295218759323650,generic,A,T
1341292211527438336,generic,A,T
1341288354466451456,generic,A,T
1341287879541178375,generic,A,T
1341280545926500352,generic,A,T
1341280243324096512,generic,A,T
1341279447228542978,generic,A,T
1341276368852688896,generic,A,T
1341272832286703616,generic,A,T
1341270987795550208,generic,A,T
1341260324209479680,generic,A,T
1341257080481533953,generic,A,T
1341250904570261504,generic,A,T
1341249530625314816,generic,A,T
1341240970659041283,generic,A,T
1341236668729319427,generic,A,T
1341236171075067904,generic,A,T
1341236118574882817,generic,A,T
1341235513991303168,generic,A,T
1341234126049972225,generic,A,T
1341228940065730560,generic,A,T
1341228596996653059,generic,A,T
1341228541468422147,generic,A,T
1341226638827278337,generic,A,T
1341226458014879749,generic,A,T
1341225879452598273,generic,A,T
1341225332527964160,generic,A,T
1341225174226657280,generic,A,T
1341224460456583170,generic,A,T
1341223768958464000,generic,A,T
1341223731973255168,generic,A,T
1341223501542416384,generic,A,T
1341223281576304642,generic,A,T
1341223049006346241,generic,A,T
1341222476366278660,generic,A,T
1341221930926563329,generic,A,T
1341220873194401794,generic,A,T
1341218642520903686,generic,A,T
1341218538497949697,generic,A,T
1341218205902065664,generic,A,T
1341217828452655110,generic,A,T
1341217745833054208,generic,A,T
1341217544103968768,generic,A,T
1341216557771284480,generic,A,T
1341216252140859395,generic,A,T
1341215132240797696,generic,A,T
1341214145375576072,generic,A,T
1341213535506898945,generic,A,T
1341212706662211587,generic,A,T
1341212302234832898,generic,A,T
1341211744648118272,generic,A,T
1341211658828480513,generic,A,T
1341211212474826752,generic,A,T
1341210864624545792,generic,A,T
1341210580154249218,generic,A,T
1341210159457193984,generic,A,T
1341209924735537155,generic,A,T
1341209897615155200,generic,A,T
1341209429660844033,generic,A,T
1341209042421690368,generic,A,T
1341208117103611906,generic,A,T
1341207944893853696,generic,A,T
1341206764545404929,generic,A,T
1341204883693826048,generic,A,T
1341204805113569280,generic,A,T
1341203957994024960,generic,A,T
1341203059997700097,generic,A,T
1341201929272053760,generic,A,T
1341201747730116610,generic,A,G
1341201237102845953,generic,A,T
1341200972207583234,generic,A,T
1341200654979751937,generic,A,T
1341200402004492288,generic,A,T
1341199830807236608,generic,A,E
1341199698472828928,generic,A,T
1341199553966395392,generic,A,T
1341198872329252864,generic,A,T
1341198832940568583,generic,A,T
1341198450508124160,generic,A,T
1341198385605451787,generic,A,T
1341197619415101440,generic,A,T
1341194945672085505,generic,A,T
1341194937073717250,generic,A,T
1341194783491051522,generic,A,T
1341194161366724615,generic,A,T
1341193798680866818,generic,A,T
1341193651922350080,generic,A,T
1341193422393270274,generic,A,T
1341193013159055360,generic,A,T
1341190886768734208,generic,A,T
1341190442969272321,generic,A,T
1341190331476430848,generic,A,T
1341188787788001281,generic,A,T
1341188232499912705,generic,A,T
1341187345005985792,generic,A,T
1341187216005951488,generic,A,T
1341185526267785217,generic,A,T
1341185284621430784,generic,A,T
1341184622848339969,generic,A,T
1341184455591903232,generic,A,T
1341183687157755909,generic,A,T
1341183545239195648,generic,A,T
1341181142834307077,generic,A,T
1341179334506135557,generic,A,T
1341179193871101953,generic,A,T
1341177999119405063,generic,A,T
1341177496365129729,generic,A,T
1341177331356995585,generic,A,T
1341177230421057537,generic,A,T
1341176648813731841,generic,A,T
1341176196424318976,generic,A,T
1341175507631652864,generic,A,T
1341175427876990978,generic,A,T
1341175219172589570,generic,A,T
1341174868260360192,generic,A,T
1341173712456884225,generic,A,T
1341173015652941825,generic,A,T
1341172597925552132,generic,A,T
1341172536877395968,generic,A,T
1341172293054173189,generic,A,T
1341170590007390208,generic,A,T
1341170066516271104,generic,A,T
1341169405699510273,generic,A,T
1341168642101305346,generic,A,T
1341167815081005059,generic,A,T
1341167398653587458,generic,A,T
1341167102003085312,generic,A,T
1341166543506448386,generic,A,T
1341166067889029120,generic,A,T
1341163352744050689,generic,A,T
1341161768203157504,generic,A,T
1341160321348739072,generic,A,T
1341157543985487872,generic,A,T
1341155578584961034,generic,A,T
1341476047900925952,generic,A,G
1341406240224784385,generic,A,G
1341404245954838539,generic,A,G
1341364706800508930,generic,A,G
1341210358262992896,generic,A,G
1341180797550817281,generic,A,E
1341171934051110919,generic,A,G
1341154198184857600,generic,A,T
1341442073711415296,generic,A,G
1341418016249008128,generic,A,G
1341384739404464128,generic,A,G
1341280400946192384,generic,A,G
1341200222618316800,generic,A,G
1341198705962196992,generic,A,G
1341183293723729920,generic,A,T
1341169072550146048,generic,A,G
1341163580213915654,generic,A,T
1341152478042177536,generic,A,T
1341159823942029314,generic,A,G
1341463618764849152,generic,A,G
1341435023321346055,generic,A,G
1341321221452013568,generic,A,E
1341297016744382464,generic,A,G
1341189982988341249,generic,A,G
1341172407894233090,generic,A,G
1342977468534300674,tone_policing,A,G
1341789105244483584,tone_policing,A,G
1341867057953058817,generic,A,E
1342178858334875654,generic,A,T
1341557542795829250,generic,A,G
1341545247273349123,generic,A,T
1342898919483699201,generic,A,G
1342081046704246784,generic,A,G
1341763664064491521,generic,A,G
1341718928872120322,generic,A,T
1341566857954750464,generic,A,T
1341504704480763906,generic,A,G
1343769807989182464,generic,A,G
1342668214032072704,generic,A,E
1342178866077511682,generic,A,G
1346476985556500489,generic,A,G
1343218846719729667,generic,A,G
1341576807779282945,generic,A,G
1341483281515229184,generic,A,G
1343423016256983042,generic,A,G
1343233144586170369,generic,A,E
1342892669328969728,generic,A,E
1342890992223932416,generic,A,T
1342179882554413056,generic,A,T
1342132604758274048,generic,A,T
1342127988477980673,generic,A,E
1342117472313470976,generic,A,T
1342041537820155907,generic,A,G
1342016639731044353,generic,A,T
1341974557138161665,generic,A,T
1341898494831951872,generic,A,T
1341876977926627328,generic,A,T
1341853075141763072,generic,A,T
1341833870694522882,generic,A,T
1341816908518141953,generic,A,T
1341798698494246913,generic,A,T
1341791770850422785,generic,A,T
1341766378152484865,generic,A,T
1341719522596839426,generic,A,T
1341701986455080966,generic,A,T
1341647072102113280,generic,A,T
1341602871515574273,generic,A,T
1341598031003545600,generic,A,T
1341595184639877120,generic,A,T
1341571528224362496,generic,A,T
1341562287170203650,generic,A,T
1341561707831898113,generic,A,T
1341554271385489409,generic,A,T
1341537027452325888,generic,A,T
1341513723043696640,generic,A,T
1341510341679869959,generic,A,T
1341498604079308800,generic,A,T
1341498082597343233,generic,A,T
1341493248192376832,generic,A,T
1341492974098632704,generic,A,T
1341487936555130880,generic,A,T
1341484021625188352,generic,A,T
1341483004737200128,generic,A,T
1341470201301241856,generic,A,T
1341581887211532288,generic,A,G
1348231302819045376,generic,A,G
1344699832393469952,generic,A,G
1341497575036362753,generic,A,G
1344115284731256836,generic,A,G
1342630759656513537,generic,A,G
1342181694997213187,generic,A,G
1341542679528824833,generic,A,G
1341507109666611200,generic,A,G
1346315543150792704,generic,A,E
1342854180524974081,generic,A,G
1342688977392984065,generic,A,E
1341703630101991424,generic,A,G
1341665968985174017,generic,A,G
1341657043808243713,generic,A,G
1341641135094071297,generic,A,G
1341554136383324161,generic,A,G
1341629164978376705,tone_policing,A,G
1343001218642309128,tone_policing,A,G
1342271744103604226,tone_policing,A,G
1341506230242578433,tone_policing,A,G
1341391528099540994,racial_gaslighting,A,G
1341202764471304192,racial_gaslighting,A,G
1342652365648715776,generic,A,G
1341368469523222528,racial_gaslighting,A,G
1281427024960159744,tone_policing,A,E
1338860147079225350,tone_policing,A,G
1336338496743682056,tone_policing,A,G
1279881287109492736,tone_policing,A,T
1272712501222764544,tone_policing,A,G
1272706466059825154,tone_policing,A,T
1272560856816115713,tone_policing,A,G
1272560819746766848,tone_policing,A,G
1334362143249096705,tone_policing,A,G
1346606423472545794,tone_policing,A,T
1342005773086445568,white_centring,A,G
1305862143632441345,white_centring,A,G
1272591230619332608,white_centring,A,T
1272599818410635269,white_centring,A,G
1305868912379203590,racial_gaslighting,A,G
1279246694237048833,racial_gaslighting,A,G
1279152546683269123,racial_gaslighting,A,G
1.27867E+18,racial_gaslighting,A,G
1272703566075949057,racial_gaslighting,A,G
1272651395129151488,racial_gaslighting,A,G
1272586921508773892,racial_gaslighting,A,G
1333917778428846081,racial_gaslighting,A,G
1272650034300039170,racial_gaslighting,A,G
1341742848966848519,racial_gaslighting,A,G
1339650238328557569,racial_gaslighting,A,G
1338643006090604547,racial_gaslighting,A,E
1337803172878966785,racial_gaslighting,A,G
1336430285332783104,racial_gaslighting,A,G
1336417015616196611,racial_gaslighting,A,G
1336290528200192000,racial_gaslighting,A,G
1272547246463164417,racial_gaslighting,A,G
1339274057322258452,racial_gaslighting,A,G
1339030120452018177,racial_gaslighting,A,G
1305858406432079874,racial_gaslighting,A,G
1281514027986718727,racial_gaslighting,A,G
1275187672340787200,racial_gaslighting,A,G
1274054358792110086,racial_gaslighting,A,G
1273460333479211009,racial_gaslighting,A,G
1272561007743778816,racial_gaslighting,A,G
1337363566995906563,racial_gaslighting,A,G
1342678521798389764,racial_gaslighting,A,G
1338865150141497351,racial_gaslighting,A,G
1336505829554614272,racial_gaslighting,A,T
1336023042963636225,racial_gaslighting,A,G
1334591706935783429,racial_gaslighting,A,G
1333845182798647296,racial_gaslighting,A,T
1293352323507396608,racial_gaslighting,A,E
1279129033742172160,racial_gaslighting,A,G
1278926362045120513,racial_gaslighting,A,G
1273685712643125256,racial_gaslighting,A,G
1273638535770365954,racial_gaslighting,A,E
1273636482754936838,racial_gaslighting,A,G
1273296835390640130,racial_gaslighting,A,G
1272977205270843392,racial_gaslighting,A,T
1272731205612343296,racial_gaslighting,A,T
1272688091082391552,racial_gaslighting,A,G
1272650656667426816,racial_gaslighting,A,T
1272624693355229184,racial_gaslighting,A,T
1272594397671063554,racial_gaslighting,A,G
1272567666683699201,racial_gaslighting,A,G
1273406860574388224,racial_gaslighting,A,T
1339012648982228992,racial_gaslighting,A,G
1338855964368257024,racial_gaslighting,A,G
1338680608940179456,racial_gaslighting,A,G
1330704594234712070,racial_gaslighting,A,G
1274002568021258254,racial_gaslighting,A,G
1272873055640080384,racial_gaslighting,A,G
1342560183579455489,racial_gaslighting,A,G
1333766218004582400,racial_gaslighting,A,G
1279159258454646784,racial_gaslighting,A,G
1272896002475921415,racial_gaslighting,A,G
1272635287777280003,racial_gaslighting,A,G
1338932601399123968,racial_gaslighting,A,G
1338930091783376897,racial_gaslighting,A,G
1338650255840092161,racial_gaslighting,A,G
1339306302426771459,racial_gaslighting,A,G
1339208767792099328,racial_gaslighting,A,G
1339003227996631041,racial_gaslighting,A,T
1338825386512277504,racial_gaslighting,A,G
1338821806816436230,racial_gaslighting,A,G
1338685537968746496,racial_gaslighting,A,T
1338642311434166272,racial_gaslighting,A,G
1294388246584020992,racial_gaslighting,A,E
1272688363682832384,racial_gaslighting,A,G
1293917626624815105,racial_gaslighting,A,G
1279169677147734016,racial_gaslighting,A,G
1274004771330981890,racial_gaslighting,A,T
1273626619152863233,racial_gaslighting,A,G
1272829780287721473,racial_gaslighting,A,G
1272660392649674759,racial_gaslighting,A,G
1272632252766334976,racial_gaslighting,A,E
1272563446899445772,racial_gaslighting,A,T
1338862942658330629,racial_gaslighting,A,G
1338819885187682304,racial_gaslighting,A,G
1338791348015673346,racial_gaslighting,A,G
1338685770094133248,racial_gaslighting,A,G
1338645820007194630,racial_gaslighting,A,G
1273527680948895744,defensiveness,A,G
1279069673682845699,defensiveness,A,E
1339662273682558983,defensiveness,A,G
1272568212245417990,generic,A,G
1342890649570439169,generic,A,G
1314306749097111552,generic,A,E
1338847199569080321,generic,A,G
1273022248857866240,generic,A,T
1333925339479879682,generic,A,T
1333804345524056064,generic,A,G
1338667832322748416,generic,A,G
1338276108635136001,generic,A,T
1333786453797531648,generic,A,T
1333672533481156613,generic,A,G
1333656291756032002,generic,A,T
1294446508176060417,generic,A,T
1294409115524104195,generic,A,T
1293426809061519362,generic,A,T
1281384988630384641,generic,A,G
1276298664005242881,generic,A,G
1273647923843289088,generic,A,G
1273323683885572102,generic,A,T
1272923548768763906,generic,A,T
1272883021130203145,generic,A,G
1339328254092607488,generic,A,T
1338971887230062592,generic,A,G
1278698493880807430,generic,A,E
1338938506308030464,generic,A,G
1338650713631551490,generic,A,G
1338629807177809922,generic,A,G
1274447166594002946,generic,A,G
1273695479323332609,generic,A,G
1273069376338460672,generic,A,G
1272859215154098177,generic,A,G
1272681012762378246,generic,A,G
1272660036884459520,generic,A,G
1338927997156376578,generic,A,G
1333659827655090178,generic,A,G
1296582306203725824,generic,A,T
