id,category,annotation,ally_type
1341163352744050689,generic,A,T
1358910759598661632,generic,A,G
1338512440670126082,generic,A,T
1334610919062552576,racial_gaslighting,A,G
1334705580662001665,generic,A,G
1272623535631093760,generic,A,T
1334434500244226051,generic,A,G
1341176608976220162,generic,A,G
1337372497260523522,generic,A,G
1337367388736679941,racial_gaslighting,A,G
1341261714373791745,racial_gaslighting,A,G
1334448048131485696,generic,A,T
1343728642426331136,generic,A,T
1273685712643125256,racial_gaslighting,A,G
1349957357254582273,generic,A,G
1341476269226115078,racial_gaslighting,A,G
1341287879541178375,generic,A,T
1341184622848339969,generic,A,T
1334723607658979328,racial_gaslighting,A,G
1341410159202021376,defensiveness,A,T
1334390024272564227,racial_gaslighting,A,G
1339214192017092609,generic,A,T
1273986319702687744,generic,A,T
1336318782034337793,generic,A,T
1335672310800510976,generic,A,G
1334912368128692226,racial_gaslighting,A,G
1272652334439391232,generic,A,T
1334593889072599040,tone_policing,A,G
1336256234308194307,generic,A,G
1334896559364911105,generic,A,G
1335847009014562816,generic,A,G
1335002453016780801,racial_gaslighting,A,G
1335725230698852353,generic,A,G
1338667832322748416,generic,A,G
1341218205902065664,generic,A,T
1343769807989182464,generic,A,G
1338680608940179456,racial_gaslighting,A,G
1273323683885572102,generic,A,T
1335445764886052865,racial_gaslighting,A,G
1341389391919521794,racial_gaslighting,A,G
1272548023495618566,racial_gaslighting,A,G
1337363566995906563,racial_gaslighting,A,G
1343689087211847680,tone_policing,A,G
1335207724456480773,generic,A,G
1330704594234712070,racial_gaslighting,A,G
1338284433338552320,generic,A,G
1341170066516271104,generic,A,T
1334348713116909569,racial_gaslighting,A,G
1341371312686678018,generic,A,G
1336727447736344577,generic,A,G
1341210862187507712,tone_policing,A,G
1341120183784460289,generic,A,T
1341199698472828928,generic,A,T
1338855964368257024,racial_gaslighting,A,G
1338661469768962050,generic,A,G
1334898358163476482,defensiveness,A,G
1338150760777994241,generic,A,T
1341396667992580099,racial_gaslighting,A,G
1335595916372402179,racial_gaslighting,A,G
1334747733517869058,white_centring,A,G
1272559540135882758,generic,A,T
1339662273682558983,defensiveness,A,G
1335374441463746560,racial_gaslighting,A,G
1346120207593426944,generic,A,G
1341647072102113280,generic,A,T
1335702221116362759,racial_gaslighting,A,G
1334914373467340800,racial_gaslighting,A,G
1337803170161057795,generic,A,G
1336407319505080320,generic,A,G
1294436059519090689,generic,A,G
1334662364675723264,generic,A,T
1341163232761946113,racial_gaslighting,A,E
1272790246128709632,generic,A,T
1272556253881921538,generic,A,T
1334924139476496384,racial_gaslighting,A,G
1334708681427083266,racial_gaslighting,A,G
1339411443809046528,generic,A,T
1341386121251590145,racial_gaslighting,A,G
1278720889576554499,generic,A,T
1294437403676073987,generic,A,G
1294419132369297408,generic,A,T
1341187216005951488,generic,A,T
1278671689879040000,racial_gaslighting,A,G
1272654687553101827,generic,A,T
1341297016744382464,generic,A,G
1333780260693807105,tone_policing,A,T
1334592967101665280,defensiveness,A,G
1341388539741827073,generic,A,G
1278672965643763712,generic,A,T
1341168642101305346,generic,A,T
1341665968985174017,generic,A,G
1334588264921985025,generic,A,G
1343415865858011137,generic,A,G
1336290528200192000,racial_gaslighting,A,G
1335311063643004931,generic,A,G
1334463640511127554,generic,A,G
1341225074330906625,racial_gaslighting,A,T
1341194783491051522,generic,A,T
1339282705033297920,generic,A,G
1339328254092607488,generic,A,T
1334366711173107712,generic,A,G
1334639526988324866,generic,A,G
1272549194805284865,generic,A,T
1351768904989769731,tone_policing,A,G
1336007097444683779,racial_gaslighting,A,G
1279129033742172160,racial_gaslighting,A,G
1341212706662211587,generic,A,T
1334918150773731328,generic,A,T
1334896658862071811,generic,A,G
1334763662641405952,racial_gaslighting,A,G
1333672533481156613,generic,A,G
1342005773086445568,white_centring,A,G
1335544931843235842,racial_gaslighting,A,G
1279101548522377216,generic,A,T
1334701683406999558,generic,A,G
1272710712226459650,generic,A,T
1272594613744791552,generic,A,G
1334923678451023872,racial_gaslighting,A,T
1272578451292090370,generic,A,T
1345280320036347904,generic,A,G
1341201369219407873,racial_gaslighting,A,T
1334898848846798858,tone_policing,A,G
1334395748335509508,racial_gaslighting,A,G
1334895030503399426,racial_gaslighting,A,G
1334768232805199873,racial_gaslighting,A,G
